rental_id,inventory_id,customer_id,staff_id,rental_date_id
94,1675,197,1,20050525
95,178,400,2,20050525
96,3418,49,2,20050525
97,1283,263,2,20050525
98,2970,269,2,20050525
99,535,44,1,20050525
100,2599,208,1,20050525
101,617,468,1,20050525
102,373,343,1,20050525
103,3343,384,1,20050525
104,4281,310,1,20050525
105,794,108,2,20050525
106,3627,196,2,20050525
107,2833,317,2,20050525
108,3289,242,1,20050525
109,1044,503,2,20050525
110,4108,19,2,20050525
111,3725,227,1,20050525
112,2153,500,1,20050525
113,2963,93,2,20050525
114,4502,506,1,20050525
115,749,455,1,20050525
116,4453,18,1,20050525
117,4278,7,2,20050525
118,872,524,1,20050525
119,1359,51,2,20050525
120,37,365,2,20050525
121,1053,405,1,20050525
122,2908,273,1,20050525
123,1795,43,1,20050525
124,212,246,2,20050525
125,952,368,1,20050525
126,2047,439,1,20050525
127,2026,94,1,20050525
128,4322,40,1,20050525
129,4154,23,2,20050525
130,3990,56,2,20050525
131,815,325,2,20050525
132,3367,479,1,20050525
133,399,237,2,20050525
134,2272,222,1,20050525
135,103,304,1,20050525
136,2296,504,1,20050525
137,2591,560,2,20050525
138,4134,586,2,20050525
139,327,257,1,20050525
140,655,354,1,20050525
141,811,89,1,20050525
142,4407,472,2,20050525
143,847,297,2,20050525
144,1689,357,2,20050525
145,3905,82,1,20050525
146,1431,433,2,20050526
147,633,274,2,20050526
148,4252,142,2,20050526
149,1084,319,2,20050526
150,909,429,2,20050526
151,2942,14,1,20050526
152,2622,57,1,20050526
153,3888,348,1,20050526
154,1354,185,2,20050526
155,288,551,1,20050526
156,3193,462,1,20050526
157,887,344,2,20050526
158,2395,354,2,20050526
159,3453,505,1,20050526
160,1885,290,1,20050526
161,2941,182,1,20050526
162,1229,296,2,20050526
163,2306,104,1,20050526
164,1070,151,1,20050526
165,2735,33,1,20050526
166,3894,322,1,20050526
167,865,401,1,20050526
168,2714,469,2,20050526
169,1758,381,2,20050526
170,3688,107,1,20050526
171,4483,400,2,20050526
172,2873,176,2,20050526
173,3596,533,2,20050526
174,3954,552,2,20050526
175,4346,47,2,20050526
176,851,250,2,20050526
177,3545,548,2,20050526
178,1489,196,2,20050526
179,2575,19,1,20050526
180,2752,75,1,20050526
181,2417,587,2,20050526
182,4396,237,2,20050526
183,2877,254,1,20050526
184,1970,556,1,20050526
185,2598,125,2,20050526
186,1799,468,2,20050526
187,4004,515,1,20050526
188,3342,243,1,20050526
189,984,247,1,20050526
190,3962,533,1,20050526
191,4365,412,1,20050526
192,1897,437,1,20050526
193,3900,270,2,20050526
194,1337,29,2,20050526
195,506,564,2,20050526
196,190,184,1,20050526
197,4212,546,2,20050526
198,1789,54,1,20050526
199,2135,71,1,20050526
200,3926,321,1,20050526
201,776,444,2,20050526
202,674,20,1,20050526
203,3374,109,1,20050526
204,1842,528,1,20050526
205,303,114,2,20050526
206,1717,345,1,20050526
207,102,47,2,20050526
208,3669,274,1,20050526
209,729,379,1,20050526
210,1801,391,2,20050526
211,4005,170,1,20050526
212,764,59,2,20050526
213,1505,394,2,20050526
214,1453,98,2,20050526
215,679,197,2,20050526
216,1398,91,1,20050526
217,4395,121,2,20050526
218,2291,309,2,20050526
219,3074,489,1,20050526
220,1259,542,1,20050526
221,3578,143,1,20050526
222,2745,83,2,20050526
223,3121,460,1,20050526
224,4285,318,1,20050526
225,651,467,2,20050526
226,4181,221,2,20050526
227,214,301,1,20050526
228,511,571,1,20050526
229,1131,312,2,20050526
230,1085,58,1,20050526
231,4032,365,1,20050526
232,2945,256,2,20050526
233,715,531,2,20050526
234,1321,566,2,20050526
235,3537,119,1,20050526
236,1265,446,1,20050526
237,241,536,1,20050526
238,503,211,1,20050526
239,131,49,2,20050526
240,3420,103,1,20050526
241,4438,245,2,20050526
242,2095,214,1,20050526
243,1721,543,2,20050526
244,1041,257,1,20050526
245,3045,158,2,20050526
246,2829,240,2,20050526
247,4095,102,2,20050526
248,1913,545,2,20050526
249,2428,472,2,20050526
250,368,539,1,20050526
251,4352,204,1,20050526
252,1203,187,1,20050526
253,2969,416,1,20050526
254,1835,390,2,20050526
255,3264,114,1,20050526
256,3194,436,1,20050526
257,2570,373,2,20050526
258,3534,502,2,20050526
259,30,482,2,20050526
260,435,21,2,20050526
261,1369,414,2,20050526
262,4261,236,2,20050526
263,1160,449,2,20050526
264,2069,251,2,20050526
265,2276,303,1,20050526
266,3303,263,2,20050526
267,1206,417,2,20050526
268,1714,75,1,20050526
269,3501,322,2,20050526
270,207,200,2,20050526
271,2388,92,2,20050526
272,971,71,2,20050526
273,1590,193,2,20050526
274,656,311,1,20050526
275,1718,133,1,20050526
276,1221,58,1,20050526
277,1409,45,1,20050526
278,182,214,2,20050526
279,661,384,2,20050526
280,1896,167,1,20050526
281,1208,582,2,20050526
282,4486,282,2,20050526
283,3530,242,1,20050526
284,350,359,2,20050526
285,2486,162,2,20050526
286,314,371,2,20050526
287,3631,17,1,20050526
288,3546,82,2,20050526
289,2449,81,1,20050526
290,2776,429,1,20050526
291,485,577,2,20050526
292,4264,515,1,20050526
293,1828,158,2,20050526
294,2751,369,1,20050526
295,4030,65,2,20050526
296,3878,468,2,20050526
297,1594,48,2,20050526
298,1083,460,2,20050526
299,4376,448,2,20050526
300,249,47,2,20050526
301,3448,274,2,20050526
302,2921,387,2,20050526
303,1111,596,2,20050526
304,1701,534,1,20050526
305,2665,464,2,20050526
306,2781,547,1,20050526
307,1097,375,1,20050526
308,187,277,2,20050526
309,1946,251,2,20050526
310,593,409,1,20050526
311,2830,201,1,20050526
312,2008,143,2,20050526
313,4156,594,2,20050526
314,2851,203,2,20050526
315,2847,238,1,20050526
316,3828,249,2,20050526
317,26,391,2,20050526
318,2559,60,2,20050526
319,3024,77,1,20050526
320,1090,2,2,20050527
322,4556,496,1,20050527
323,2362,144,1,20050527
324,3364,292,1,20050527
325,2510,449,2,20050527
326,3979,432,2,20050527
327,2678,105,1,20050527
328,2524,451,1,20050527
329,2659,231,2,20050527
330,1536,248,2,20050527
331,1872,67,1,20050527
332,1529,299,2,20050527
333,4001,412,2,20050527
334,3973,194,1,20050527
335,1411,16,2,20050527
336,1811,275,1,20050527
337,751,19,1,20050527
338,2596,165,2,20050527
339,2410,516,2,20050527
340,946,209,2,20050527
341,4168,56,1,20050527
342,4019,539,2,20050527
343,3301,455,1,20050527
344,2327,236,2,20050527
345,1396,144,1,20050527
346,4319,14,2,20050527
347,1625,378,2,20050527
348,1825,473,1,20050527
349,2920,36,2,20050527
350,2756,9,2,20050527
351,3371,118,1,20050527
352,4369,157,1,20050527
353,3989,503,2,20050527
354,2058,452,1,20050527
355,141,446,2,20050527
356,2868,382,2,20050527
357,4417,198,2,20050527
358,1925,102,2,20050527
359,1156,152,1,20050527
360,3489,594,1,20050527
361,6,587,1,20050527
362,2324,147,1,20050527
363,4282,345,2,20050527
364,833,430,2,20050527
365,2887,167,1,20050527
366,360,134,2,20050527
367,3437,439,2,20050527
368,1247,361,2,20050527
369,944,508,2,20050527
370,3347,22,2,20050527
371,1235,295,2,20050527
372,4089,510,2,20050527
373,1649,464,1,20050527
374,4420,337,1,20050527
375,1815,306,1,20050527
376,3197,542,1,20050527
377,3012,170,2,20050527
378,2242,53,1,20050527
379,3462,584,1,20050527
380,1777,176,1,20050527
381,2748,371,1,20050527
382,4358,183,1,20050527
383,955,298,1,20050527
384,910,371,2,20050527
385,1565,213,2,20050527
386,1288,109,1,20050527
387,2684,506,2,20050527
388,434,28,1,20050527
389,691,500,2,20050527
390,3759,48,2,20050527
391,2193,197,2,20050527
392,263,359,2,20050527
393,145,251,2,20050527
394,1890,274,2,20050527
395,752,575,1,20050527
396,1020,112,1,20050527
397,4193,544,2,20050527
398,1686,422,1,20050527
399,553,204,1,20050527
400,258,249,2,20050527
401,2179,46,2,20050527
402,461,354,2,20050527
403,3983,424,2,20050527
404,1293,168,1,20050527
405,4090,272,2,20050527
406,2136,381,1,20050527
407,1077,44,1,20050527
408,1438,84,1,20050527
409,3652,220,2,20050527
410,4010,506,2,20050527
411,1434,388,1,20050527
412,1400,375,2,20050527
413,3516,307,1,20050527
414,1019,219,2,20050527
415,3698,304,2,20050527
416,2371,222,2,20050527
417,2253,475,2,20050527
418,3063,151,2,20050527
419,2514,77,1,20050527
420,619,93,2,20050527
421,2985,246,2,20050527
422,1152,150,2,20050527
423,1783,284,1,20050527
424,2815,35,1,20050527
425,1518,182,2,20050527
426,1103,522,1,20050527
427,1677,288,2,20050527
428,3349,161,2,20050527
429,129,498,2,20050527
430,1920,190,1,20050527
431,4507,334,1,20050527
432,1119,46,1,20050527
433,4364,574,2,20050527
434,3360,246,1,20050527
435,3328,3,2,20050527
436,4317,267,2,20050527
437,1800,525,2,20050527
438,4260,249,2,20050527
439,354,319,2,20050527
440,4452,314,1,20050527
441,1578,54,1,20050527
442,1457,403,2,20050527
443,2021,547,1,20050527
444,723,239,1,20050527
445,1757,293,2,20050527
446,1955,401,2,20050527
447,3890,133,1,20050527
448,2671,247,2,20050527
449,2469,172,2,20050527
450,1343,247,1,20050527
451,205,87,2,20050527
452,2993,127,2,20050527
453,4425,529,1,20050527
454,3499,575,1,20050527
455,3344,343,2,20050527
456,1699,92,1,20050527
457,2368,300,2,20050527
458,3350,565,1,20050527
459,597,468,1,20050527
460,4238,240,1,20050527
461,2077,447,1,20050527
462,2314,364,2,20050527
463,826,21,1,20050527
464,1313,193,2,20050527
465,20,261,1,20050527
466,1786,442,1,20050527
467,339,557,1,20050527
468,2656,101,2,20050527
469,4463,154,1,20050527
470,1613,504,1,20050527
471,2872,209,2,20050527
472,1338,528,1,20050527
473,802,105,1,20050527
474,1474,274,1,20050527
475,2520,159,1,20050527
476,2451,543,1,20050527
477,2437,161,2,20050527
478,424,557,2,20050527
479,2060,231,2,20050527
480,2108,220,2,20050527
481,72,445,2,20050527
482,4178,546,2,20050527
483,1510,32,1,20050527
484,3115,491,2,20050527
485,2392,105,2,20050527
486,1822,398,1,20050527
487,3774,569,2,20050528
488,393,168,2,20050528
489,1940,476,2,20050528
490,3524,95,2,20050528
491,1326,196,2,20050528
492,1999,228,1,20050528
493,184,501,1,20050528
494,1850,64,1,20050528
495,1007,526,1,20050528
496,1785,56,1,20050528
497,2636,20,2,20050528
498,458,287,2,20050528
499,2381,199,2,20050528
500,4500,145,1,20050528
501,601,162,2,20050528
502,3131,179,2,20050528
503,3005,288,2,20050528
504,2086,170,1,20050528
505,71,111,1,20050528
506,667,469,1,20050528
507,3621,421,2,20050528
508,4179,434,1,20050528
509,3416,147,1,20050528
510,4338,113,2,20050528
511,3827,296,1,20050528
512,2176,231,2,20050528
513,225,489,1,20050528
514,1697,597,2,20050528
515,3369,110,2,20050528
516,4357,400,1,20050528
517,234,403,1,20050528
518,4087,480,1,20050528
519,3564,245,1,20050528
520,3845,161,1,20050528
521,2397,374,1,20050528
522,3195,382,1,20050528
523,1905,138,2,20050528
524,1962,223,1,20050528
525,1817,14,1,20050528
526,1387,408,1,20050528
527,266,169,1,20050528
528,1655,359,2,20050528
529,2624,469,1,20050528
530,3332,312,2,20050528
531,1113,589,2,20050528
532,2793,120,1,20050528
533,4306,528,2,20050528
534,992,184,1,20050528
535,4209,307,1,20050528
536,2962,514,2,20050528
537,3095,315,2,20050528
538,2262,110,2,20050528
539,3427,161,1,20050528
540,3321,119,1,20050528
541,1662,535,2,20050528
542,4444,261,1,20050528
543,530,493,2,20050528
544,2964,311,1,20050528
545,1086,54,2,20050528
546,487,20,1,20050528
547,2065,506,2,20050528
548,3704,450,2,20050528
549,1818,159,1,20050528
550,3632,432,2,20050528
551,3119,315,2,20050528
552,23,106,2,20050528
553,1349,176,2,20050528
554,1951,376,2,20050528
555,4397,55,2,20050528
556,1814,22,2,20050528
557,158,444,2,20050528
558,4163,442,1,20050528
559,1227,572,2,20050528
560,644,463,2,20050528
561,928,77,1,20050528
562,3390,102,2,20050528
563,53,324,1,20050528
564,2973,282,1,20050528
565,1494,288,1,20050528
566,4330,253,1,20050528
567,3308,184,2,20050528
568,2232,155,1,20050528
569,4534,56,2,20050528
570,1122,21,1,20050528
571,4250,516,1,20050528
572,1899,337,2,20050528
573,4020,1,1,20050528
574,3883,76,1,20050528
575,4451,142,1,20050528
576,1866,588,2,20050528
577,375,6,2,20050528
578,2938,173,1,20050528
579,3481,181,1,20050528
580,3515,17,2,20050528
581,1380,186,2,20050528
582,4579,198,1,20050528
583,2679,386,2,20050528
584,1833,69,1,20050528
585,3544,490,2,20050528
586,898,77,1,20050528
587,1413,64,2,20050528
588,95,89,2,20050528
589,4231,308,2,20050528
590,473,462,1,20050528
591,377,19,2,20050528
592,638,244,1,20050528
593,1810,16,2,20050528
594,2766,538,1,20050528
595,595,294,1,20050528
596,821,589,1,20050528
597,4469,249,2,20050528
598,599,159,2,20050528
599,4136,393,2,20050528
600,1567,332,2,20050528
601,3225,429,1,20050528
602,1300,590,2,20050528
603,3248,537,1,20050528
604,1585,426,2,20050528
605,4232,501,2,20050528
606,3509,299,2,20050528
607,2561,554,2,20050528
608,4254,494,2,20050528
609,2944,150,2,20050528
610,3642,500,2,20050528
611,1230,580,2,20050528
612,2180,161,2,20050528
613,270,595,1,20050528
614,280,307,2,20050528
615,3397,533,2,20050528
616,989,471,1,20050528
617,4142,372,2,20050528
618,4445,248,1,20050528
619,2482,407,2,20050528
620,2444,321,1,20050528
621,1144,239,1,20050528
622,2363,109,1,20050528
623,1222,495,1,20050528
624,3660,569,1,20050528
625,2889,596,1,20050528
626,452,584,2,20050528
627,425,241,2,20050528
628,2513,173,2,20050528
629,1527,94,2,20050528
630,1254,417,2,20050528
631,2465,503,2,20050528
632,1287,442,1,20050528
633,58,360,2,20050528
634,2630,428,2,20050528
635,1648,42,1,20050528
636,4213,239,1,20050528
637,1581,250,2,20050528
638,2685,372,2,20050528
639,4204,198,1,20050528
640,495,465,1,20050528
641,3548,396,1,20050528
642,140,157,2,20050528
643,3105,240,2,20050528
644,4304,316,1,20050528
645,3128,505,1,20050528
646,1922,185,2,20050528
647,3435,569,1,20050528
648,3476,253,2,20050528
649,1781,197,1,20050528
650,4384,281,1,20050528
651,739,266,1,20050528
652,1201,43,2,20050528
653,126,327,2,20050528
654,2312,23,2,20050528
655,331,287,2,20050528
656,2846,437,1,20050528
657,848,65,1,20050528
658,3226,103,2,20050528
659,1382,207,2,20050528
660,1414,578,1,20050528
661,2247,51,2,20050528
662,2968,166,2,20050528
663,3997,176,2,20050528
664,87,523,2,20050528
665,1012,415,1,20050528
666,3075,437,2,20050528
667,797,596,1,20050528
668,3528,484,1,20050528
669,3677,313,1,20050528
670,227,201,2,20050528
671,1027,14,2,20050528
672,697,306,2,20050528
673,1769,468,1,20050528
674,1150,87,2,20050528
675,1273,338,2,20050528
676,2329,490,2,20050528
677,4558,194,2,20050528
678,3741,269,2,20050528
679,907,526,2,20050528
680,4147,482,2,20050528
681,3346,531,1,20050528
682,3160,148,2,20050528
683,2038,197,1,20050529
684,3242,461,2,20050529
685,1385,172,2,20050529
686,2441,411,1,20050529
687,1731,250,1,20050529
688,4135,162,1,20050529
689,742,571,2,20050529
690,2646,85,1,20050529
691,4034,433,1,20050529
692,800,18,2,20050529
693,635,190,2,20050529
694,592,399,1,20050529
695,4276,528,1,20050529
696,2076,19,1,20050529
697,3949,387,2,20050529
698,1412,109,1,20050529
699,130,246,2,20050529
700,500,117,1,20050529
701,372,112,1,20050529
702,2556,475,2,20050529
703,1123,269,2,20050529
704,2628,330,2,20050529
705,2809,257,1,20050529
706,2278,60,1,20050529
707,819,252,1,20050529
708,3133,127,2,20050529
709,2459,479,1,20050529
710,194,518,1,20050529
711,4581,215,2,20050529
712,4191,313,2,20050529
713,3664,507,1,20050529
714,2010,452,2,20050529
715,2030,545,1,20050529
716,85,36,2,20050529
717,1383,412,2,20050529
718,1736,498,1,20050529
719,267,245,2,20050529
720,3687,480,2,20050529
721,1116,44,1,20050529
722,4540,259,1,20050529
723,3407,309,1,20050529
724,3770,416,2,20050529
725,4088,245,2,20050529
726,933,452,2,20050529
727,1629,484,1,20050529
728,242,551,1,20050529
729,1688,323,2,20050529
730,3473,197,1,20050529
731,4124,5,1,20050529
732,2530,447,2,20050529
733,2951,363,1,20050529
734,3084,538,2,20050529
735,3421,454,1,20050529
736,3689,276,2,20050529
737,769,589,2,20050529
738,2284,256,2,20050529
739,1183,84,2,20050529
740,600,89,2,20050529
741,3189,495,1,20050529
742,273,483,1,20050529
743,2528,548,2,20050529
744,3722,420,2,20050529
745,581,152,1,20050529
746,4272,130,2,20050529
747,1993,291,1,20050529
748,2803,7,1,20050529
749,1146,375,2,20050529
750,730,269,1,20050529
751,2711,53,1,20050529
752,1720,126,1,20050529
753,1021,135,2,20050529
754,734,281,2,20050529
755,3090,576,2,20050529
756,3152,201,1,20050529
757,1067,435,1,20050529
758,1191,563,2,20050529
759,2367,179,2,20050529
760,3250,77,1,20050529
761,2342,58,2,20050529
762,3683,146,1,20050529
763,2022,50,1,20050529
764,1069,149,1,20050529
765,515,69,1,20050529
766,2154,383,1,20050529
767,687,67,2,20050529
768,2895,566,2,20050529
769,1523,575,1,20050529
770,2491,405,2,20050529
771,353,476,2,20050529
772,3319,556,1,20050529
773,245,563,1,20050529
774,1188,575,1,20050529
775,1197,124,2,20050529
776,4339,113,1,20050529
777,451,360,2,20050529
778,1816,535,1,20050529
779,533,105,1,20050529
780,1919,300,1,20050529
781,88,313,1,20050529
782,2255,596,2,20050529
783,3046,53,2,20050529
784,2936,352,2,20050529
785,39,72,1,20050529
786,2637,439,2,20050529
787,3919,27,2,20050529
788,763,562,1,20050529
789,708,553,1,20050529
790,2858,593,2,20050529
791,1554,284,1,20050529
792,2841,261,1,20050529
793,379,528,2,20050529
794,1995,50,1,20050529
795,609,551,2,20050529
796,2697,26,2,20050529
797,1446,244,1,20050529
798,1102,134,2,20050529
799,1713,429,1,20050529
800,441,472,1,20050529
801,1642,402,2,20050529
802,785,350,2,20050529
803,1602,32,2,20050529
804,3909,171,1,20050529
805,3132,232,2,20050529
806,2386,435,2,20050529
807,2195,235,2,20050529
808,1928,104,2,20050529
809,2114,222,2,20050529
810,2533,346,2,20050529
811,4419,401,2,20050529
812,1099,225,2,20050529
813,4554,344,1,20050529
814,1572,134,1,20050529
815,3757,14,1,20050529
816,630,474,2,20050529
817,186,554,1,20050529
818,4106,321,2,20050529
819,623,511,2,20050529
820,2584,22,2,20050529
821,3380,348,1,20050529
822,2634,480,1,20050529
823,3249,441,1,20050529
824,3518,357,1,20050529
825,712,371,2,20050529
826,2263,207,1,20050529
827,62,573,1,20050529
828,2468,217,1,20050529
829,1684,371,1,20050529
830,3464,3,1,20050529
831,3912,509,1,20050529
832,1381,159,2,20050529
833,2898,417,1,20050529
834,3628,84,2,20050529
835,299,381,1,20050529
836,3140,368,2,20050529
837,977,172,2,20050530
838,2859,504,2,20050530
839,1886,337,1,20050530
840,4049,79,2,20050530
841,4318,387,1,20050530
842,2328,238,1,20050530
843,2214,313,2,20050530
844,536,429,1,20050530
845,2001,72,1,20050530
846,938,49,2,20050530
847,4387,380,2,20050530
848,1363,436,1,20050530
849,2424,449,1,20050530
850,2390,517,1,20050530
851,2780,530,1,20050530
852,1622,549,1,20050530
853,3693,122,1,20050530
854,921,369,2,20050530
855,2527,406,2,20050530
856,3969,53,1,20050530
857,2569,204,2,20050530
858,1258,358,1,20050530
859,3032,79,2,20050530
860,578,276,1,20050530
861,3711,502,1,20050530
862,1186,328,1,20050530
863,3999,379,2,20050530
864,2777,544,1,20050530
865,3183,154,2,20050530
866,2867,8,1,20050530
867,3389,99,1,20050530
868,3604,28,1,20050530
869,3399,296,2,20050530
870,2903,391,1,20050530
871,4573,303,2,20050530
872,3904,548,1,20050530
873,4568,375,2,20050530
874,363,52,1,20050530
875,1428,326,2,20050530
876,1471,339,2,20050530
877,886,9,1,20050530
878,4265,323,1,20050530
879,4021,482,2,20050530
880,1819,460,2,20050530
881,602,242,1,20050530
882,3841,477,1,20050530
883,2271,399,2,20050530
884,4079,17,1,20050530
885,646,62,2,20050530
886,4356,393,2,20050530
887,2727,16,2,20050530
888,387,128,1,20050530
889,1299,114,2,20050530
890,1464,349,1,20050530
891,2611,391,1,20050530
892,471,274,1,20050530
893,3260,502,2,20050530
894,1118,400,1,20050530
895,2744,192,1,20050530
896,2817,207,2,20050530
897,1334,432,1,20050530
898,3497,384,2,20050530
899,1096,156,2,20050530
900,3543,586,1,20050530
901,760,259,1,20050530
902,1514,561,1,20050530
903,2423,197,1,20050530
904,2466,44,2,20050530
905,4372,50,1,20050530
906,1862,549,2,20050530
907,3320,506,1,20050530
908,4427,85,1,20050530
909,3775,486,1,20050530
910,2601,374,1,20050530
911,1404,366,2,20050530
912,3200,390,2,20050530
913,3213,369,2,20050530
914,1393,596,2,20050530
915,1859,115,1,20050530
916,1290,6,1,20050530
917,3629,385,1,20050530
918,818,197,2,20050530
919,4052,374,2,20050530
920,3860,584,2,20050530
921,1827,508,2,20050530
922,2442,550,2,20050530
923,1884,37,1,20050530
924,3279,293,1,20050530
925,3203,137,2,20050530
926,4327,76,2,20050530
927,1158,167,2,20050530
928,246,79,2,20050530
929,4296,536,1,20050530
930,2835,141,2,20050530
931,3384,421,1,20050530
932,719,198,2,20050530
933,3672,66,1,20050530
934,3595,60,2,20050530
935,2421,256,1,20050530
936,901,469,1,20050530
937,1054,304,2,20050530
938,1521,46,2,20050530
939,1314,367,1,20050530
940,1278,534,1,20050530
941,3630,562,1,20050530
942,4279,473,2,20050530
943,3737,57,1,20050530
944,151,131,2,20050530
945,1441,357,2,20050530
946,1264,486,1,20050530
947,4478,62,1,20050530
948,585,245,2,20050530
949,2202,368,1,20050530
950,491,83,1,20050530
951,1395,59,2,20050530
952,4389,311,2,20050530
953,2194,210,1,20050530
954,1231,297,2,20050530
955,4140,301,2,20050530
956,647,296,2,20050530
957,4428,440,2,20050530
958,548,186,2,20050530
959,3108,535,2,20050530
960,1966,445,2,20050530
961,3293,588,2,20050530
962,4535,520,1,20050530
963,1921,225,2,20050530
964,657,287,2,20050530
965,3363,502,2,20050530
966,1294,496,1,20050530
967,1954,330,2,20050530
968,119,576,2,20050530
969,443,551,1,20050530
970,1520,307,1,20050530
971,2911,561,1,20050530
972,2,411,1,20050530
973,1914,473,2,20050530
974,2617,596,2,20050530
975,3109,7,2,20050530
976,2290,581,2,20050530
977,2029,394,2,20050530
978,407,154,1,20050530
979,3917,279,2,20050530
980,4169,273,1,20050530
981,2913,326,2,20050530
982,3560,524,1,20050530
983,63,115,1,20050530
984,2305,262,2,20050530
985,1573,564,1,20050530
986,4045,253,1,20050530
987,390,11,1,20050530
988,1364,12,1,20050530
989,4388,83,2,20050530
990,4171,311,2,20050530
991,2863,593,1,20050530
992,3572,123,1,20050530
993,2080,513,1,20050530
994,2798,472,2,20050530
995,17,150,2,20050531
996,2075,331,2,20050531
997,4243,216,2,20050531
998,3395,389,1,20050531
999,4433,413,2,20050531
1000,1774,332,2,20050531
1001,1498,64,2,20050531
1002,709,397,1,20050531
1003,133,161,2,20050531
1004,1588,565,1,20050531
1005,4006,551,2,20050531
1006,3461,222,1,20050531
1007,3185,24,2,20050531
1008,914,599,2,20050531
1009,2523,485,1,20050531
1010,4038,49,2,20050531
1011,118,164,2,20050531
1012,688,291,1,20050531
1013,4522,384,2,20050531
1014,766,280,2,20050531
1015,3702,526,2,20050531
1016,3423,204,1,20050531
1017,1242,16,1,20050531
1018,1930,594,2,20050531
1019,3975,279,1,20050531
1020,3402,138,2,20050531
1021,2724,541,2,20050531
1022,842,239,1,20050531
1023,2483,227,2,20050531
1024,2310,457,2,20050531
1025,1618,93,2,20050531
1026,632,107,2,20050531
1027,2718,55,1,20050531
1028,4479,51,1,20050531
1029,2082,50,1,20050531
1030,3948,267,1,20050531
1031,917,416,1,20050531
1032,2937,236,2,20050531
1033,14,25,1,20050531
1034,4117,293,2,20050531
1035,949,362,1,20050531
1036,2164,438,1,20050531
1037,810,569,1,20050531
1038,1253,385,2,20050531
1039,2479,124,2,20050531
1040,2546,270,1,20050531
1041,4432,272,2,20050531
1042,3155,506,1,20050531
1043,2322,412,2,20050531
1044,2574,70,1,20050531
1045,3470,594,1,20050531
1046,468,179,2,20050531
1047,1366,72,2,20050531
1048,2811,55,1,20050531
1049,3913,312,2,20050531
1050,726,303,2,20050531
1051,1025,246,1,20050531
1052,2157,156,1,20050531
1053,3734,196,1,20050531
1054,1575,126,2,20050531
1055,1639,108,1,20050531
1056,1591,519,2,20050531
1057,497,124,1,20050531
1058,40,116,2,20050531
1059,3041,241,2,20050531
1060,2676,570,2,20050531
1061,965,109,1,20050531
1062,2223,176,2,20050531
1063,2484,7,1,20050531
1064,2373,460,2,20050531
1065,3379,316,1,20050531
1066,2383,541,2,20050531
1067,2345,32,1,20050531
1068,150,443,1,20050531
1069,3057,251,2,20050531
1070,3170,228,1,20050531
1071,469,174,2,20050531
1072,2557,272,1,20050531
1073,522,146,1,20050531
1074,2508,503,2,20050531
1075,2279,9,1,20050531
1076,2551,214,2,20050531
1077,1986,24,1,20050531
1078,3682,230,2,20050531
1079,268,312,1,20050531
1080,3491,215,2,20050531
1081,4524,404,1,20050531
1082,4510,239,1,20050531
1083,2393,556,1,20050531
1084,4577,12,1,20050531
1085,301,5,1,20050531
